UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,5,2020,55,4343953,2147469,2196484,1708016,1705322,267389,301391,24839,24751,113695,128359,4735,4790,28795,31871,1732025,1731641,275687,311753,38964,40403,124030,139355,8232,8587,1820718,1876479,1414503,1419418,254081,286447,15009,16096,110816,125407,3698,3765,22611,25346,1433083,1440062,259805,293935,25818,28434,119804,134921,6632,6978,326751,320005,293513,285904,13308,14944,9830,8655,2879,2952,1037,1025,6184,6525,298942,291579,15882,17818,13146,11969,4226,4434,1600,1609
R,5,2020,56,4425128,2186495,2238633,1749083,1748180,264853,298103,24503,24661,114905,131294,4484,4617,28667,31778,1772899,1774383,272912,308005,38934,40571,125068,142292,8049,8456,1874106,1928690,1468799,1471552,251794,283563,15088,16068,112171,128462,3495,3632,22759,25413,1487490,1492228,257428,290710,26346,28785,121005,137965,6507,6868,312389,309943,280284,276628,13059,14540,9415,8593,2734,2832,989,985,5908,6365,285409,282155,15484,17295,12588,11786,4063,4327,1542,1588
R,5,2020,57,4423997,2179108,2244889,1747035,1759934,261082,295462,24099,24331,114404,129222,4326,4537,28162,31403,1770552,1785743,268755,305325,38233,40348,124461,139834,7711,8243,1880505,1945515,1478682,1492480,248837,281752,15100,16048,111758,126441,3401,3619,22727,25175,1497451,1512897,254243,288867,26377,28854,120590,135660,6321,6754,298603,299374,268353,267454,12245,13710,8999,8283,2646,2781,925,918,5435,6228,273101,272846,14512,16458,11856,11494,3871,4174,1390,1489
R,5,2020,58,4452080,2190778,2261302,1772764,1788388,257548,293781,23739,24337,104466,119411,4366,4384,27895,31001,1796046,1813796,265030,303522,37997,40461,114338,129783,7805,8033,1903486,1974429,1514513,1532079,245817,280833,15141,16303,102002,116727,3516,3486,22497,25001,1533113,1552344,251069,287901,26529,29374,110634,125707,6436,6553,287292,286873,258251,256309,11731,12948,8598,8034,2464,2684,850,898,5398,6000,262933,261452,13961,15621,11468,11087,3704,4076,1369,1480
R,5,2020,59,4427481,2172670,2254811,1761106,1786339,254521,291071,22988,23821,102460,119338,4184,4277,27411,29965,1783958,1810910,261724,300145,37208,39637,112129,129389,7476,7854,1900583,1978944,1516729,1539370,243435,278581,14755,16383,100024,116738,3367,3464,22273,24408,1535058,1559137,248584,285287,26189,29301,108553,125482,6168,6505,272087,275867,244377,246969,11086,12490,8233,7438,2436,2600,817,813,5138,5557,248900,251773,13140,14858,11019,10336,3576,3907,1308,1349
R,5,2020,60,4351719,2133314,2218405,1725442,1752901,251903,289069,22512,23395,102469,119470,4199,4101,26789,29469,1747844,1776956,258960,298238,36420,39059,111947,129140,7409,7575,1870299,1952897,1489275,1515658,241061,276881,14627,16146,100145,116975,3369,3305,21822,23932,1507364,1534931,246081,283666,25853,28926,108507,125340,6089,6243,263015,265508,236167,237243,10842,12188,7885,7249,2324,2495,830,796,4967,5537,240480,242025,12879,14572,10567,10133,3440,3800,1320,1332
R,5,2020,61,4279718,2087810,2191908,1698559,1742529,241235,279590,20856,22229,98087,115953,3836,3855,25237,27752,1719586,1765354,247785,287850,34239,37382,106845,124959,6755,7007,1847327,1943143,1482556,1519867,231156,268167,13824,15447,95960,113666,3118,3166,20713,22830,1499672,1538460,235841,274280,24791,28012,103673,121564,5603,5883,240483,248765,216003,222662,10079,11423,7032,6782,2127,2287,718,689,4524,4922,219914,226894,11944,13570,9448,9370,3172,3395,1152,1124
R,5,2020,62,4250073,2068369,2181704,1689119,1743069,233404,271562,20366,21686,97091,114523,3667,3777,24722,27087,1709665,1765190,239805,279772,33616,36578,105639,123196,6540,6842,1839727,1942034,1483837,1528316,223846,260642,13596,15320,95045,112429,3003,3071,20400,22256,1500630,1546288,228483,266764,24537,27637,102647,119993,5446,5704,228642,239670,205282,214753,9558,10920,6770,6366,2046,2094,664,706,4322,4831,209035,218902,11322,13008,9079,8941,2992,3203,1094,1138
R,5,2020,63,4129256,2000982,2128274,1637864,1701010,223060,265700,19551,20745,93624,111258,3528,3504,23355,26057,1657283,1722439,229149,273442,32338,35524,101462,119206,6199,6487,1786004,1899778,1444978,1496386,214012,255161,13036,14686,91751,109194,2883,2892,19344,21459,1460899,1513814,218437,260876,23626,27036,98746,116132,5197,5439,214978,228496,192886,204624,9048,10539,6515,6059,1873,2064,645,612,4011,4598,196384,208625,10712,12566,8712,8488,2716,3074,1002,1048
R,5,2020,64,3984793,1919050,2065743,1573051,1652532,210873,254370,18452,20181,91339,110206,3196,3492,22139,24962,1591493,1672902,216595,261828,30505,34283,98733,118016,5770,6281,1715496,1845878,1390406,1455587,202272,244335,12315,14414,89555,108153,2636,2895,18312,20494,1405510,1472128,206374,249807,22281,26180,96145,114938,4873,5263,203554,219865,182645,196945,8601,10035,6137,5767,1784,2053,560,597,3827,4468,185983,200774,10221,12021,8224,8103,2588,3078,897,1018
R,5,2020,65,3881914,1862448,2019466,1532807,1621631,199630,243400,17370,18728,88513,108837,3069,3310,21059,23560,1550243,1640825,205043,250470,29084,32021,95500,116098,5510,6009,1671161,1810189,1360406,1433013,191685,234341,11973,13609,86846,106994,2561,2737,17690,19495,1374918,1448662,195663,239628,21869,24775,93114,113374,4681,5073,191287,209277,172401,188618,7945,9059,5397,5119,1667,1843,508,573,3369,4065,175325,192163,9380,10842,7215,7246,2386,2724,829,936
R,5,2020,66,3731035,1780310,1950725,1476025,1576909,183238,229389,16019,17595,82843,101766,2753,3055,19432,22011,1492235,1594843,188129,235877,27096,30338,89073,108390,4903,5584,1606059,1756561,1318939,1401915,175871,220962,11156,12829,81442,100063,2299,2534,16352,18258,1332471,1416596,179445,225776,20586,23564,87003,105905,4192,4737,174251,194164,157086,174994,7367,8427,4863,4766,1401,1703,454,521,3080,3753,159764,178247,8684,10101,6510,6774,2070,2485,711,847
R,5,2020,67,3590640,1705677,1884963,1420543,1530404,169589,215438,14740,16503,80131,99112,2704,2908,17970,20598,1435482,1547235,174026,221373,24916,28477,85998,105350,4781,5287,1545254,1702957,1275803,1366005,162864,207541,10357,12123,78769,97530,2304,2438,15157,17320,1288289,1379993,166104,212062,19032,22355,84017,103016,4123,4513,160423,182006,144740,164399,6725,7897,4383,4380,1362,1582,400,470,2813,3278,147193,167242,7922,9311,5884,6122,1981,2334,658,774
R,5,2020,68,3465211,1640804,1824407,1375321,1487816,158957,206433,13670,15477,73743,92843,2444,2729,16669,19109,1389156,1503520,163084,211912,23386,26852,78946,98350,4412,4915,1490839,1654087,1239508,1334017,152902,198887,9748,11470,72495,91385,2081,2301,14105,16027,1251122,1347008,155959,203031,18022,21217,77174,96226,3804,4202,149965,170320,135813,153799,6055,7546,3922,4007,1248,1458,363,428,2564,3082,138034,156512,7125,8881,5364,5635,1772,2124,608,713
R,5,2020,69,3252181,1528225,1723956,1275984,1399124,150718,198672,12933,14598,70572,91101,2290,2481,15728,17980,1289061,1413748,154614,203972,22147,25297,75455,96327,4124,4568,1387738,1561842,1148838,1252653,144910,191644,9301,10706,69385,89633,1962,2106,13342,15100,1159830,1264773,147787,195688,17223,19876,73757,94203,3597,3905,140487,162114,127146,146471,5808,7028,3632,3892,1187,1468,328,375,2386,2880,129231,148975,6827,8284,4924,5421,1698,2124,527,663
R,5,2020,70,3140485,1472282,1668203,1228654,1354278,142651,189072,12414,13742,71345,91395,2343,2522,14875,17194,1240984,1368212,146348,194159,21270,23907,75858,96396,4090,4541,1340894,1514306,1109641,1215027,137252,182311,9072,10281,70281,90069,1972,2144,12676,14474,1120088,1226620,140062,186180,16677,19038,74298,94444,3523,3919,131388,153897,119013,139251,5399,6761,3342,3461,1064,1326,371,378,2199,2720,120896,141592,6286,7979,4593,4869,1560,1952,567,622
R,5,2020,71,3053823,1427840,1625983,1202616,1334112,131140,176453,11575,12921,66451,83946,2201,2386,13857,16165,1214121,1347395,134485,181098,19860,22710,70661,88457,3828,4192,1307245,1482656,1093213,1204121,126313,170343,8517,9705,65458,82741,1876,2039,11868,13707,1102995,1215279,128839,173890,15720,18239,69212,86696,3307,3616,120595,143327,109403,129991,4827,6110,3058,3216,993,1205,325,347,1989,2458,111126,132116,5646,7208,4140,4471,1449,1761,521,576
R,5,2020,72,3031206,1417195,1614011,1206550,1340655,122212,165340,10865,12163,62228,78005,1988,2145,13352,15703,1217697,1353630,125464,169762,18975,21686,66107,82380,3524,3923,1302319,1477023,1102210,1216238,117639,159601,8039,9219,61290,76849,1703,1826,11438,13290,1111675,1227093,120116,162991,15097,17474,64739,80696,3079,3392,114876,136988,104340,124417,4573,5739,2826,2944,938,1156,285,319,1914,2413,106022,126537,5348,6771,3878,4212,1368,1684,445,531
R,5,2020,73,3070320,1444203,1626117,1245040,1369321,114759,154067,10724,11788,58851,73779,1846,1898,12983,15264,1256003,1382043,117788,158267,18761,21202,62468,77904,3344,3581,1335162,1495322,1145669,1250318,110587,148612,8032,9032,58065,72680,1589,1618,11220,13062,1155099,1261095,112905,151871,15136,17270,61259,76338,2908,3118,109041,130795,99371,119003,4172,5455,2692,2756,786,1099,257,280,1763,2202,100904,120948,4883,6396,3625,3932,1209,1566,436,463
R,5,2020,74,2185055,1004493,1180562,851099,976147,86482,122187,7895,9085,47675,59754,1619,1692,9723,11697,859189,985791,88836,125437,13653,15920,50621,63185,2831,3102,915966,1068726,770495,874426,82983,117429,5755,6766,47017,58861,1401,1462,8315,9782,777378,882408,84748,119846,10755,12602,49647,61854,2466,2717,88527,111836,80604,101721,3499,4758,2140,2319,658,893,218,230,1408,1915,81811,103383,4088,5591,2898,3318,974,1331,365,385
R,5,2020,75,2133387,976722,1156665,830215,959310,82878,118334,7484,8744,45346,57299,1398,1605,9401,11373,838105,968720,85101,121502,13074,15477,48093,60572,2619,2973,894470,1052642,755212,864471,79750,114100,5564,6599,44675,56446,1203,1373,8066,9653,761917,872392,81422,116502,10458,12450,47128,59320,2300,2586,82252,104023,75003,94839,3128,4234,1920,2145,671,853,195,232,1335,1720,76188,96328,3679,5000,2616,3027,965,1252,319,387
R,5,2020,76,2087951,949445,1138506,814696,955571,76455,110657,6896,8146,41640,51989,1281,1365,8477,10778,821841,964499,78342,113644,12037,14632,44096,54948,2356,2681,875189,1041146,746887,866557,73535,106843,5180,6213,41102,51200,1120,1190,7365,9143,753067,874072,74994,109124,9740,11849,43289,53798,2076,2359,74256,97360,67809,89014,2920,3814,1716,1933,538,789,161,175,1112,1635,68774,90427,3348,4520,2297,2783,807,1150,280,322
R,5,2020,77,2063655,932498,1131157,806183,956878,71721,106898,6347,7646,39063,48288,1112,1297,8072,10150,812993,965340,73601,109661,11347,13898,41258,51003,2078,2441,864124,1038543,743671,872462,69023,102998,4887,5776,38542,47585,983,1100,7018,8622,749593,879607,70455,105065,9348,11264,40488,49956,1832,2114,68374,92614,62512,84416,2698,3900,1460,1870,521,703,129,197,1054,1528,63400,85733,3146,4596,1999,2634,770,1047,246,327
R,5,2020,78,1764378,788373,976005,677283,819766,61932,94257,5620,6653,35506,45299,978,1154,7054,8876,683177,827162,63572,96652,9919,12029,37547,47743,1815,2146,727780,894267,621840,744825,59587,91132,4326,5053,35053,44669,848,966,6126,7622,626929,751123,60857,92985,8138,9775,36871,46825,1594,1862,60593,81738,55443,74941,2345,3125,1294,1600,453,630,130,188,928,1254,56248,76039,2715,3667,1781,2254,676,918,221,284
R,5,2020,79,1578964,697946,881018,597368,737664,55487,86723,5027,6099,32904,41518,902,1030,6258,7984,602618,744268,56890,88883,8828,10893,34758,43799,1675,1981,642088,804536,546192,667531,53346,83680,3846,4721,32495,40932,798,868,5411,6804,550716,673125,54401,85332,7205,8903,34138,42930,1481,1706,55858,76482,51176,70133,2141,3043,1181,1378,409,586,104,162,847,1180,51902,71143,2489,3551,1623,1990,620,869,194,275
R,5,2020,80,1439541,627691,811850,535066,677256,50723,81315,4548,5678,30699,38986,838,1032,5817,7583,539968,683549,52045,83427,7948,10165,32491,41117,1543,1939,576105,739805,487893,611320,48722,78429,3455,4337,30283,38432,717,849,5035,6438,492119,616625,49716,80020,6448,8237,31895,40307,1352,1646,51586,72045,47173,65936,2001,2886,1093,1341,416,554,121,183,782,1145,47849,66924,2329,3407,1500,1928,596,810,191,293
R,5,2020,81,1345434,582081,763353,499943,642841,44898,73010,3939,5117,27546,34782,693,918,5062,6685,504234,648424,46078,74781,6971,9112,29043,36676,1280,1723,535307,696735,457064,581734,43074,70327,3003,3922,27198,34284,593,780,4375,5688,460745,586470,43969,71656,5667,7415,28537,35939,1128,1476,46774,66618,42879,61107,1824,2683,936,1195,348,498,100,138,687,997,43489,61954,2109,3125,1304,1697,506,737,152,247
R,5,2020,82,1239612,528744,710868,453972,598301,40563,68156,3600,4753,25275,32760,653,864,4681,6034,457917,603314,41662,69819,6376,8247,26693,34496,1187,1585,486107,648984,414809,541615,38982,65627,2755,3641,24966,32302,549,704,4046,5095,418204,545811,39814,66893,5207,6669,26226,33817,1017,1330,42637,61884,39163,56686,1581,2529,845,1112,309,458,104,160,635,939,39713,57503,1848,2926,1169,1578,467,679,170,255
R,5,2020,83,1102251,462931,639320,397520,538270,35224,61069,3084,4165,22479,29557,583,721,4041,5538,400978,542896,36137,62569,5426,7396,23738,31148,1042,1387,424781,583281,362450,486734,33730,58900,2373,3161,22205,29118,507,609,3516,4759,365446,490679,34419,60057,4460,6005,23340,30533,916,1198,38150,56039,35070,51536,1494,2169,711,1004,274,439,76,112,525,779,35532,52217,1718,2512,966,1391,398,615,126,189
R,5,2020,84,1016420,420302,596118,361160,501608,32365,57762,2763,3861,19898,27134,498,658,3618,5095,364185,505827,33208,59171,4834,6846,21048,28589,963,1234,385519,544271,329122,453971,31038,55741,2117,2937,19662,26755,433,551,3147,4316,331745,457524,31668,56821,3952,5515,20700,28020,846,1060,34783,51847,32038,47637,1327,2021,646,924,236,379,65,107,471,779,32440,48303,1540,2350,882,1331,348,569,117,174
R,5,2020,85,923737,374541,549196,322710,464078,28107,52055,2408,3428,17676,24467,450,583,3190,4585,325423,467873,28830,53303,4227,6057,18658,25845,864,1131,343707,501771,294224,420424,26997,50229,1842,2567,17455,24115,396,490,2793,3946,296592,423670,27566,51197,3470,4879,18322,25333,769,969,30834,47425,28486,43654,1110,1826,566,861,221,352,54,93,397,639,28831,44203,1264,2106,757,1178,336,512,95,162
R,5,2020,86,792762,315153,477609,271607,403300,23358,45164,1962,2839,15090,21762,414,527,2722,4017,273919,406664,23989,46259,3476,5120,15983,22977,744,1012,289121,436721,247549,365623,22444,43602,1482,2137,14912,21457,354,456,2380,3446,249570,368500,22932,44442,2831,4140,15713,22531,647,878,26032,40888,24058,37677,914,1562,480,702,178,305,60,71,342,571,24349,38164,1057,1817,645,980,270,446,97,134
R,5,2020,87,728255,283021,445234,244562,376877,20624,41363,1731,2610,13438,20357,343,442,2323,3585,246520,379844,21165,42360,3009,4647,14213,21405,636,916,260583,408443,223823,342919,19806,39965,1329,2000,13273,20095,299,381,2053,3083,225543,345455,20241,40750,2467,3796,13977,21010,564,800,22438,36791,20739,33958,818,1398,402,610,165,262,44,61,270,502,20977,34389,924,1610,542,851,236,395,72,116
R,5,2020,88,654056,247434,406622,215903,347852,16566,35222,1410,2247,11294,17682,286,385,1975,3234,217593,350556,17036,36103,2496,4097,11936,18607,539,780,227455,373520,197294,317201,15948,34027,1065,1705,11157,17473,248,340,1743,2774,198781,319503,16324,34718,2032,3317,11740,18297,473,683,19979,33102,18609,30651,618,1195,345,542,137,209,38,45,232,460,18812,31053,712,1385,464,780,196,310,66,97
R,5,2020,89,582816,213854,368962,186934,316262,13922,31085,1183,1994,9804,16412,260,360,1751,2849,188412,318643,14326,31887,2151,3597,10394,17252,485,713,196445,339002,170744,288510,13365,30043,876,1483,9709,16215,232,305,1519,2446,172024,290543,13682,30664,1721,2889,10236,16948,432,623,17409,29960,16190,27752,557,1042,307,511,95,197,28,55,232,403,16388,28100,644,1223,430,708,158,304,53,90
R,5,2020,90,500226,177190,323036,154510,276618,11674,27559,1065,1700,8315,14395,217,316,1409,2448,155703,278645,12016,28253,1858,3093,8762,15103,392,615,162535,297035,140897,252469,11185,26670,798,1289,8235,14231,191,272,1229,2104,141939,254207,11453,27201,1498,2516,8627,14853,343,531,14655,26001,13613,24149,489,889,267,411,80,164,26,44,180,344,13764,24438,563,1052,360,577,135,250,49,84
R,5,2020,91,420281,142738,277543,124935,238598,9057,23133,795,1344,6617,12055,160,280,1174,2133,125915,240370,9337,23752,1454,2558,6986,12661,321,545,131317,256024,114314,218665,8690,22353,600,998,6549,11918,142,246,1022,1844,115163,220183,8912,22845,1186,2073,6878,12455,281,483,11421,21519,10621,19933,367,780,195,346,68,137,18,34,152,289,10752,20187,425,907,268,485,108,206,40,62
R,5,2020,92,355893,115716,240177,101303,206993,7197,19640,627,1191,5525,10311,118,218,946,1824,102106,208517,7406,20137,1142,2233,5842,10823,248,466,106745,222437,92933,190568,6926,19002,472,900,5475,10195,103,186,836,1586,93642,191880,7097,19399,929,1825,5763,10649,220,402,8971,17740,8370,16425,271,638,155,291,50,116,15,32,110,238,8464,16637,309,738,213,408,79,174,28,64
R,5,2020,93,288241,89582,198659,78180,171267,5660,16106,480,996,4415,8630,94,171,753,1489,78810,172516,5854,16534,911,1840,4648,9040,183,353,82735,184369,71791,158063,5449,15563,381,754,4377,8537,82,148,655,1304,72339,159151,5602,15907,762,1511,4580,8902,156,309,6847,14290,6389,13204,211,543,99,242,38,93,12,23,98,185,6471,13365,252,627,149,329,68,138,27,44
R,5,2020,94,227323,67120,160203,58435,137800,4245,13156,358,762,3467,7114,58,147,557,1224,58906,138812,4388,13516,664,1447,3638,7460,133,303,61969,148868,53645,127296,4084,12751,267,581,3436,7036,51,127,486,1077,54057,128188,4195,13044,539,1197,3587,7343,115,263,5151,11335,4790,10504,161,405,91,181,31,78,7,20,71,147,4849,10624,193,472,125,250,51,117,18,40
R,5,2020,95,178127,49840,128287,43167,110495,3161,10263,268,621,2765,5783,52,132,427,993,43525,111322,3266,10581,505,1192,2907,6034,109,245,46135,119554,39716,102398,3050,9946,205,486,2740,5726,45,118,379,880,40035,103129,3133,10213,418,1005,2869,5947,95,218,3705,8733,3451,8097,111,317,63,135,25,57,7,14,48,113,3490,8193,133,368,87,187,38,87,14,27
R,5,2020,96,133763,35823,97940,30905,84404,2243,7800,197,449,2119,4465,37,95,322,727,31169,85005,2331,8020,374,859,2226,4663,79,191,33157,91626,28420,78566,2163,7562,155,346,2102,4419,32,83,285,650,28657,79104,2234,7746,315,717,2199,4597,66,171,2666,6314,2485,5838,80,238,42,103,17,46,5,12,37,77,2512,5901,97,274,59,142,27,66,13,20
R,5,2020,97,96689,24814,71875,21173,61648,1614,5820,137,316,1626,3476,23,68,241,547,21379,62091,1678,5991,264,631,1710,3628,59,141,22927,67331,19425,57418,1553,5656,106,251,1610,3450,21,63,212,493,19608,57816,1606,5804,217,537,1687,3587,49,128,1887,4544,1748,4230,61,164,31,65,16,26,2,5,29,54,1771,4275,72,187,47,94,23,41,10,13
R,5,2020,98,69529,16502,53027,14087,45589,1013,4257,91,251,1133,2454,19,53,159,423,14220,45933,1063,4394,177,483,1187,2571,40,111,15360,49729,13018,42542,982,4139,75,202,1126,2435,16,46,143,365,13137,42837,1024,4251,153,408,1176,2534,34,97,1142,3298,1069,3047,31,118,16,49,7,19,3,7,16,58,1083,3096,39,143,24,75,11,37,6,14
R,5,2020,99,47480,10722,36758,9082,31328,676,2994,56,165,777,1923,11,39,120,309,9181,31575,709,3100,120,338,817,2007,30,80,10020,34612,8441,29339,652,2924,44,135,770,1910,9,36,104,268,8529,29553,679,3014,100,286,805,1983,24,72,702,2146,641,1989,24,70,12,30,7,13,2,3,16,41,652,2022,30,86,20,52,12,24,6,8
R,5,2020,100,76942,14601,62341,11795,51435,1068,5858,98,314,1441,4094,27,73,172,567,11929,51887,1124,6074,187,623,1499,4241,58,154,13632,58828,10913,48222,1035,5712,78,268,1434,4065,24,67,148,494,11031,48612,1083,5891,154,541,1483,4192,48,137,969,3513,882,3213,33,146,20,46,7,29,3,6,24,73,898,3275,41,183,33,82,16,49,10,17
R,6,2020,999,331520866,164217864,167303002,125537740,126158266,21599955,23299499,2173533,2124977,9723703,10488892,433085,417987,4749848,4813381,129774866,130429161,23759576,25534394,3548708,3556417,11493404,12246591,848634,835641,132720460,136620898,98024240,99408044,20027851,21686152,1190843,1219976,9396248,10163461,312861,305914,3768417,3837351,101384500,102809853,21724756,23452452,2160780,2250849,10896333,11652416,638994,635236,31497404,30682104,27513500,26750222,1572104,1613347,982690,905001,327455,325431,120224,112073,981431,976030,28390366,27619308,2034820,2081942,1387928,1305568,597071,594175,209640,200405
R,6,2020,0,3713540,1898423,1815117,1318725,1258527,300836,291581,35301,33782,111972,105462,7051,6659,124538,119106,1433279,1368069,369914,357807,58387,55944,157950,149252,15582,14741,1403378,1339277,916100,871196,265382,257410,13854,13360,104250,98136,4320,4038,99472,95137,1008091,959159,321342,311059,28613,27541,142449,134529,10591,9984,495045,475840,402625,387331,35454,34171,21447,20422,7722,7326,2731,2621,25066,23969,425188,408910,48572,46748,29774,28403,15501,14723,4991,4757
R,6,2020,1,3768595,1924909,1843686,1339241,1279246,302633,295197,35785,34383,115313,108661,7275,6842,124662,119357,1453849,1388975,371641,361452,58975,56697,161420,152562,15829,14948,1422310,1358458,929822,883486,266876,260551,14292,13834,107366,101150,4454,4202,99500,95235,1021773,971496,322671,314152,29128,28113,145706,137614,10762,10173,502599,485228,409419,395760,35757,34646,21493,20549,7947,7511,2821,2640,25162,24122,432076,417479,48970,47300,29847,28584,15714,14948,5067,4775
R,6,2020,2,3860372,1973877,1886495,1371371,1307587,309801,301894,36547,34545,121881,114221,7359,6990,126918,121258,1488034,1419034,379682,369059,60205,57226,169082,158935,16116,15263,1462379,1394016,952730,904085,274836,267972,14438,13890,114108,106765,4625,4353,101642,96951,1046626,993636,331535,322416,29616,28459,153530,144007,11117,10461,511498,492479,418641,403502,34965,33922,22109,20655,7773,7456,2734,2637,25276,24307,441408,425398,48147,46643,30589,28767,15552,14928,4999,4802
R,6,2020,3,3944272,2018392,1925880,1408100,1339774,310377,302100,35664,34627,128683,120377,7525,7126,128043,121876,1525701,1451791,379918,369009,59758,57711,177045,165593,16539,15550,1497145,1424138,977634,925839,275740,268533,15454,14831,120907,112987,4821,4482,102589,97466,1072283,1015848,332026,322735,31049,29722,161421,150695,11558,10716,521247,501742,430466,413935,34637,33567,20210,19796,7776,7390,2704,2644,25454,24410,453418,435943,47892,46274,28709,27989,15624,14898,4981,4834
R,6,2020,4,4041685,2065591,1976094,1456192,1387324,311645,305274,35277,33939,126097,118918,7391,7080,128989,123559,1574762,1500922,381487,372751,59921,57539,174561,164834,16449,15642,1531956,1463149,1012156,960550,277617,272273,15959,15323,118299,111584,4665,4468,103260,98951,1107528,1051967,334227,327004,31929,30628,158773,149921,11394,10825,533635,512945,444036,426774,34028,33001,19318,18616,7798,7334,2726,2612,25729,24608,467234,448955,47260,45747,27992,26911,15788,14913,5055,4817
R,6,2020,5,4075552,2081634,1993918,1464418,1398281,316987,309331,35127,34123,129054,121576,7317,7107,128731,123500,1582749,1511806,386703,376656,59835,57806,177290,167498,16370,15680,1549783,1479795,1021444,970400,282452,275833,16298,15657,121617,114391,4694,4524,103278,98990,1116814,1061824,338960,330449,32418,31040,162061,152820,11471,10931,531851,514123,442974,427881,34535,33498,18829,18466,7437,7185,2623,2583,25453,24510,465935,449982,47743,46207,27417,26766,15229,14678,4899,4749
R,6,2020,6,4057866,2078099,1979767,1466266,1390825,317490,308362,35372,34084,124792,118003,7001,6709,127178,121784,1583193,1502750,385979,374957,59994,57590,172566,162978,16062,15244,1548846,1472794,1025202,968685,282815,275047,16653,15919,117674,111255,4545,4336,101957,97552,1119401,1058766,338285,329086,32758,31227,157677,148813,11278,10673,529253,506973,441064,422140,34675,33315,18719,18165,7118,6748,2456,2373,25221,24232,463792,443984,47694,45871,27236,26363,14889,14165,4784,4571
R,6,2020,7,4051027,2069786,1981241,1459006,1392453,315222,307181,35029,33906,127762,120648,7067,6750,125700,120303,1574430,1502863,382407,372301,59482,57408,175447,165590,16226,15332,1543708,1473442,1019164,968310,281570,274613,16761,16037,120846,113847,4638,4359,100729,96276,1112075,1057077,335911,327310,32750,31389,160837,151422,11445,10695,526078,507799,439842,424143,33652,32568,18268,17869,6916,6801,2429,2391,24971,24027,462355,445786,46496,44991,26732,26019,14610,14168,4781,4637
R,6,2020,8,4062296,2079918,1982378,1473627,1400517,316873,306721,36186,34697,122114,115533,6790,6529,124328,118381,1587787,1509191,383588,370661,60766,58136,168734,159561,15756,15041,1546888,1470440,1027498,971759,283477,274732,16910,16182,115331,109006,4383,4203,99289,94558,1119090,1058978,337303,326397,32922,31459,154304,145756,11021,10485,533030,511938,446129,428758,33396,31989,19276,18515,6783,6527,2407,2326,25039,23823,468697,450213,46285,44264,27844,26677,14430,13805,4735,4556
R,6,2020,9,4106061,2106170,1999891,1501216,1421070,319255,308180,34420,33251,119827,112999,6708,6357,124744,118034,1615843,1529424,386022,371805,59330,57054,166435,156678,15745,14808,1559977,1476285,1038468,978166,287502,277197,17135,16299,113216,106717,4368,4132,99288,93774,1130106,1064632,341286,328339,33315,31754,152050,143062,11032,10345,546193,523606,462748,442904,31753,30983,17285,16952,6611,6282,2340,2225,25456,24260,485737,464792,44736,43466,26015,25300,14385,13616,4713,4463
R,6,2020,10,4196312,2149309,2047003,1541013,1461196,324514,313454,34140,32997,118507,112980,6471,6290,124664,120086,1655865,1571563,391458,378539,59215,57458,164393,156695,15275,14723,1586335,1507901,1060724,1001334,293014,283246,17419,17030,112108,106916,4348,4189,98722,95186,1152075,1089178,346756,335397,33502,32892,150201,143324,10841,10368,562974,539102,480289,459862,31500,30208,16721,15967,6399,6064,2123,2101,25942,24900,503790,482385,44702,43142,25713,24566,14192,13371,4434,4355
R,6,2020,11,4292731,2197897,2094834,1581283,1500423,334137,323568,34603,33204,118168,113107,6566,6486,123140,118046,1694429,1609046,400417,387761,59589,56692,163091,155772,15210,14796,1625996,1548091,1091661,1032621,302564,292958,17942,17346,111705,107039,4435,4394,97689,93733,1181780,1119254,355961,344804,34007,32375,149144,142637,10831,10517,571901,546743,489622,467802,31573,30610,16661,15858,6463,6068,2131,2092,25451,24313,512649,489792,44456,42957,25582,24317,13947,13135,4379,4279
